decision_date,realization_date,active,factor_target_weight,core_net_return,factor_net_return,allocation_turnover,allocation_cost,net_return
2005-11-25,2005-12-02,False,0.0,0.007502020004665001,0.00963329987,0.0,0.0,0.007502020004665001
2005-12-02,2005-12-09,False,0.0,0.011014660703,0.011604806133215,0.0,0.0,0.011014660703
2005-12-09,2005-12-16,False,0.0,-0.001879153862,0.0007346236341949999,0.0,0.0,-0.001879153862
2005-12-16,2005-12-23,False,0.0,0.010740518825,0.01028141665087,0.0,0.0,0.010740518825
2005-12-23,2005-12-30,False,0.0,-0.001035416704,0.000932894015,0.0,0.0,-0.001035416704
2005-12-30,2006-01-06,False,0.0,0.03075183475,0.03709599030416,0.0,0.0,0.03075183475
2006-01-06,2006-01-13,False,0.0,0.003130291433,0.006956380478,0.0,0.0,0.003130291433
2006-01-13,2006-01-20,False,0.0,-0.015520974161,-0.02737726253388,0.0,0.0,-0.015520974161
2006-01-20,2006-01-27,False,0.0,0.026605205674,0.04014190766435,0.0,0.0,0.026605205674
2006-01-27,2006-02-03,False,0.0,-0.008065008444,-0.013716151452,0.0,0.0,-0.008065008444
2006-02-03,2006-02-10,False,0.0,-0.004284623207,-0.013648766825675,0.0,0.0,-0.004284623207
2006-02-10,2006-02-17,False,0.0,0.008354728482,0.004171703187,0.0,0.0,0.008354728482
2006-02-17,2006-02-24,False,0.0,0.005069570806,0.0122829327517,0.0,0.0,0.005069570806
2006-02-24,2006-03-03,False,0.0,-0.003800200924335,-0.002345707585635,0.0,0.0,-0.003800200924335
2006-03-03,2006-03-10,False,0.0,0.000323642905,-0.023771491699,0.0,0.0,0.000323642905
2006-03-10,2006-03-17,False,0.0,0.017068689963,0.022180261054,0.0,0.0,0.017068689963
2006-03-17,2006-03-24,False,0.0,-0.002938413666,-0.00021946317054499993,0.0,0.0,-0.002938413666
2006-03-24,2006-03-31,False,0.0,0.006523023235,0.014133260018,0.0,0.0,0.006523023235
2006-03-31,2006-04-07,False,0.0,-7.633140366499988e-05,0.00497434259486,0.0,0.0,-7.633140366499988e-05
2006-04-07,2006-04-14,False,0.0,-0.004041019427,-0.006614272973,0.0,0.0,-0.004041019427
2006-04-14,2006-04-21,False,0.0,0.019535951911,0.02739283026604,0.0,0.0,0.019535951911
2006-04-21,2006-04-28,False,0.0,0.001821960743,-0.00178123311047,0.0,0.0,0.001821960743
2006-04-28,2006-05-05,False,0.0,0.011415349350334999,0.027936643309,0.0,0.0,0.011415349350334999
2006-05-05,2006-05-12,False,0.0,-0.009437065284,-0.022838754677515002,0.0,0.0,-0.009437065284
2006-05-12,2006-05-19,False,0.0,-0.016377114938,-0.045505477863,0.0,0.0,-0.016377114938
2006-05-19,2006-05-26,False,0.0,0.000127759468,-0.00267500219151,0.0,0.0,0.000127759468
2006-05-26,2006-06-02,False,0.0,0.000283144475,-0.002237180680185,0.0,0.0,0.000283144475
2006-06-02,2006-06-09,False,0.0,-0.028773763743,-0.04731761962738,0.0,0.0,-0.028773763743
2006-06-09,2006-06-16,False,0.0,-0.001562302404,-0.010457679935105,0.0,0.0,-0.001562302404
2006-06-16,2006-06-23,False,0.0,0.001244195299,-0.0030627048463,0.0,0.0,0.001244195299
2006-06-23,2006-06-30,False,0.0,0.0210890033,0.037725160159,0.0,0.0,0.0210890033
2006-06-30,2006-07-07,False,0.0,-0.0013685020433349998,-0.0027732144863499997,0.0,0.0,-0.0013685020433349998
2006-07-07,2006-07-14,False,0.0,-0.00366406476,-0.026646183210835,0.0,0.0,-0.00366406476
2006-07-14,2006-07-21,False,0.0,-0.0031563703,-0.017819828648,0.0,0.0,-0.0031563703
2006-07-21,2006-07-28,False,0.0,0.010824862778,0.043222166928785,0.0,0.0,0.010824862778
2006-07-28,2006-08-04,False,0.0,0.0015678966853350002,0.0022151306813100002,0.0,0.0,0.0015678966853350002
2006-08-04,2006-08-11,False,0.0,-0.007109902358,-0.016683992735,0.0,0.0,-0.007109902358
2006-08-11,2006-08-18,False,0.0,0.007499371707,0.026591989467,0.0,0.0,0.007499371707
2006-08-18,2006-08-25,False,0.0,-0.001230976515,-0.009892265728925,0.0,0.0,-0.001230976515
2006-08-25,2006-09-01,False,0.0,0.004836319084664999,0.015217019997715001,0.0,0.0,0.004836319084664999
2006-09-01,2006-09-08,False,0.0,-0.002903855236,-0.014034206223625001,0.0,0.0,-0.002903855236
2006-09-08,2006-09-15,False,0.0,0.003291650169,0.00219301016812,0.0,0.0,0.003291650169
2006-09-15,2006-09-22,False,0.0,-0.000482058468,-0.0063219291504399994,0.0,0.0,-0.000482058468
2006-09-22,2006-09-29,False,0.0,0.005566594078,0.015824116076315002,0.0,0.0,0.005566594078
2006-09-29,2006-10-06,False,0.0,0.001608043827335,0.017049099178,0.0,0.0,0.001608043827335
2006-10-06,2006-10-13,False,0.0,0.006443332141,0.020247066958,0.0,0.0,0.006443332141
2006-10-13,2006-10-20,False,0.0,0.001871290715,-0.001412033931,0.0,0.0,0.001871290715
2006-10-20,2006-10-27,False,0.0,0.007141066976,0.005874706324010001,0.0,0.0,0.007141066976
2006-10-27,2006-11-03,True,0.1,-0.004954504806665,0.006806516008585,0.1,0.0005,-0.004278402725139999
2006-11-03,2006-11-10,False,0.0,0.011789067432,0.008667028678,0.10106250645064109,0.0005053125322532055,0.011283754899746794
2006-11-10,2006-11-17,False,0.0,0.009039160259,0.002378036033,0.0,0.0,0.009039160259
2006-11-17,2006-11-24,False,0.0,0.016604101799,0.010096917416,0.0,0.0,0.016604101799
2006-11-24,2006-12-01,False,0.0,-0.000656984285665,0.00210126298954,0.0,0.0,-0.000656984285665
2006-12-01,2006-12-08,False,0.0,0.001201743961,-0.005375010115009999,0.0,0.0,0.001201743961
2006-12-08,2006-12-15,True,0.1,0.003367374445,-0.003502674303415,0.1,0.0005,0.0021803695701585004
2006-12-15,2006-12-22,False,0.0,-0.008196133188,-0.004709514367,0.09938334846664805,0.0004969167423332403,-0.00869304993033324
2006-12-22,2006-12-29,False,0.0,0.003061547863,0.017446013066,0.0,0.0,0.003061547863
2006-12-29,2007-01-05,False,0.0,-0.015266934606,-0.013986891436705002,0.0,0.0,-0.015266934606
2007-01-05,2007-01-12,True,0.1,0.009013402289,0.024709533575,0.1,0.0005,0.010083015417599999
2007-01-12,2007-01-19,True,0.1,0.00654495047,0.000478768339,0.0013978582602204581,6.989291301102291e-06,0.005931342965598898
2007-01-19,2007-01-26,False,0.0,-0.001484065842,-0.001832003398285,0.09945726653982347,0.0004972863326991173,-0.001981352174699117
2007-01-26,2007-02-02,False,0.0,0.010338080343,0.009612519763705,0.0,0.0,0.010338080343
2007-02-02,2007-02-09,False,0.0,0.001648545491,-0.00187675466508,0.0,0.0,0.001648545491
2007-02-09,2007-02-16,False,0.0,0.008704442055,0.018474043976125003,0.0,0.0,0.008704442055
2007-02-16,2007-02-23,False,0.0,-0.002596656625,0.008067166034,0.0,0.0,-0.002596656625
2007-02-23,2007-03-02,False,0.0,-0.033308820270665,-0.042513368190124995,0.0,0.0,-0.033308820270665
2007-03-02,2007-03-09,True,0.1,0.010764470443,0.00915843260539,0.1,0.0005,0.010103866659239
2007-03-09,2007-03-16,False,0.0,-0.007521795127,-0.010723444935555,0.09985697323139806,0.0004992848661569902,-0.008021079993156991
2007-03-16,2007-03-23,False,0.0,0.023912585749,0.02687108612382,0.0,0.0,0.023912585749
2007-03-23,2007-03-30,False,0.0,-0.004423763957,-0.00728057913244,0.0,0.0,-0.004423763957
2007-03-30,2007-04-06,False,0.0,0.007172489172335,0.016586678055,0.0,0.0,0.007172489172335
2007-04-06,2007-04-13,False,0.0,0.003030384833,0.00948061587416,0.0,0.0,0.003030384833
2007-04-13,2007-04-20,False,0.0,0.011036724303,0.00671753327297,0.0,0.0,0.011036724303
2007-04-20,2007-04-27,False,0.0,-0.000843609073,-0.008880355463,0.0,0.0,-0.000843609073
2007-04-27,2007-05-04,False,0.0,0.006416416149,0.00853778352316,0.0,0.0,0.006416416149
2007-05-04,2007-05-11,False,0.0,-0.001000660424,-0.0008867803756250002,0.0,0.0,-0.001000660424
2007-05-11,2007-05-18,False,0.0,-0.002690911615,-0.01635240559767,0.0,0.0,-0.002690911615
2007-05-18,2007-05-25,False,0.0,-0.002833213888,-0.00436855404994,0.0,0.0,-0.002833213888
2007-05-25,2007-06-01,False,0.0,0.0063156617656649995,0.02860461323594,0.0,0.0,0.0063156617656649995
2007-06-01,2007-06-08,False,0.0,-0.009113204305,-0.019208550569835,0.0,0.0,-0.009113204305
2007-06-08,2007-06-15,False,0.0,0.005461631647,0.019058061897,0.0,0.0,0.005461631647
2007-06-15,2007-06-22,True,0.1,-0.005380527632,-0.020079233559405,0.1,0.0005,-0.0073503982247405
2007-06-22,2007-06-29,False,0.0,0.00094480626,-0.00149740764361,0.0986679916790967,0.0004933399583954835,0.0004514663016045165
2007-06-29,2007-07-06,False,0.0,0.015837696537665,0.028918936434,0.0,0.0,0.015837696537665
2007-07-06,2007-07-13,False,0.0,0.012706209445,0.01387237084094,0.0,0.0,0.012706209445
2007-07-13,2007-07-20,False,0.0,-0.003055138108,-0.015220239747,0.0,0.0,-0.003055138108
2007-07-20,2007-07-27,False,0.0,-0.031240543607,-0.056431427059475,0.0,0.0,-0.031240543607
2007-07-27,2007-08-03,False,0.0,-0.005156009293665,-0.0021938246194499996,0.0,0.0,-0.005156009293665
2007-08-03,2007-08-10,False,0.0,-0.001297612399,0.011684399189,0.0,0.0,-0.001297612399
2007-08-10,2007-08-17,False,0.0,-0.010510578596,-0.013324959109335,0.0,0.0,-0.010510578596
2007-08-17,2007-08-24,False,0.0,0.024476664577,0.035310472227475,0.0,0.0,0.024476664577
2007-08-24,2007-08-31,False,0.0,0.003727294766,0.006479864965795,0.0,0.0,0.003727294766
2007-08-31,2007-09-07,False,0.0,-0.002258110908335,-0.006233731361,0.0,0.0,-0.002258110908335
2007-09-07,2007-09-14,False,0.0,0.006513844631,0.018128796198,0.0,0.0,0.006513844631
2007-09-14,2007-09-21,False,0.0,0.006913397261,0.032637815218425,0.0,0.0,0.006913397261
2007-09-21,2007-09-28,False,0.0,0.005636319919,0.021538376338255,0.0,0.0,0.005636319919
2007-09-28,2007-10-05,False,0.0,0.007828389417,0.038542688547945,0.0,0.0,0.007828389417
2007-10-05,2007-10-12,True,0.1,0.005543392168,0.000671895689,0.1,0.0005,0.0045562425201
2007-10-12,2007-10-19,False,0.0,-0.000885195234,-0.042984808312,0.09956377099652587,0.0004978188549826293,-0.0013830140889826293
2007-10-19,2007-10-26,False,0.0,0.015114623288,0.030766602435750003,0.0,0.0,0.015114623288
2007-10-26,2007-11-02,True,0.1,0.0035266118876649995,-0.01034813292,0.1,0.0005,0.0016391374068984994
2007-11-02,2007-11-09,False,0.0,-0.018871054231,-0.04178707623686,0.09875393846415279,0.0004937696923207639,-0.019364823923320763
2007-11-09,2007-11-16,False,0.0,-0.007677681913,-0.00275925778049,0.0,0.0,-0.007677681913
2007-11-16,2007-11-23,False,0.0,0.001118419075,-0.012842240194,0.0,0.0,0.001118419075
2007-11-23,2007-11-30,False,0.0,0.01021426803,0.028774062349275,0.0,0.0,0.01021426803
2007-11-30,2007-12-07,False,0.0,0.006904184883999999,0.024149094816,0.0,0.0,0.006904184883999999
2007-12-07,2007-12-14,False,0.0,-0.006571385389,-0.054008335497,0.0,0.0,-0.006571385389
2007-12-14,2007-12-21,False,0.0,0.015153428477,0.010395516331065,0.0,0.0,0.015153428477
2007-12-21,2007-12-28,False,0.0,0.010405187919,-0.00748735550438,0.0,0.0,0.010405187919
2007-12-28,2008-01-04,False,0.0,0.007602769423335,-0.034749563571835,0.0,0.0,0.007602769423335
2008-01-04,2008-01-11,False,0.0,0.009525964262,0.002141970645205,0.0,0.0,0.009525964262
2008-01-11,2008-01-18,False,0.0,-0.003360824531,-0.021747732337,0.0,0.0,-0.003360824531
2008-01-18,2008-01-25,False,0.0,0.000167600822,0.01806175966,0.0,0.0,0.000167600822
2008-01-25,2008-02-01,False,0.0,0.007262332271335,0.038471102166215,0.0,0.0,0.007262332271335
2008-02-01,2008-02-08,False,0.0,0.000919958269,-0.031841039611755,0.0,0.0,0.000919958269
2008-02-08,2008-02-15,False,0.0,-0.004735683679,0.006151153130475,0.0,0.0,-0.004735683679
2008-02-15,2008-02-22,False,0.0,0.017791522314,0.022396698988,0.0,0.0,0.017791522314
2008-02-22,2008-02-29,False,0.0,0.012636414603,0.002339495596,0.0,0.0,0.012636414603
2008-02-29,2008-03-07,False,0.0,-0.016018661333665,-0.019717087231065,0.0,0.0,-0.016018661333665
2008-03-07,2008-03-14,False,0.0,0.014723170595,0.011129218652,0.0,0.0,0.014723170595
2008-03-14,2008-03-21,False,0.0,-0.033676007912,-0.015796826712,0.0,0.0,-0.033676007912
2008-03-21,2008-03-28,False,0.0,0.010782945062,0.015269723071525,0.0,0.0,0.010782945062
2008-03-28,2008-04-04,False,0.0,0.0018593105263350002,0.017584159517435,0.0,0.0,0.0018593105263350002
2008-04-04,2008-04-11,False,0.0,0.002539924846,-0.010657463628195,0.0,0.0,0.002539924846
2008-04-11,2008-04-18,False,0.0,-0.005613798773,0.026042233171,0.0,0.0,-0.005613798773
2008-04-18,2008-04-25,False,0.0,-0.010556786643,-0.007996923288515,0.0,0.0,-0.010556786643
2008-04-25,2008-05-02,False,0.0,-0.0003966270186649999,0.00256376025408,0.0,0.0,-0.0003966270186649999
2008-05-02,2008-05-09,False,0.0,0.004309082246,-0.009515716626,0.0,0.0,0.004309082246
2008-05-09,2008-05-16,False,0.0,0.001110502245,0.03817200092047,0.0,0.0,0.001110502245
2008-05-16,2008-05-23,False,0.0,-0.00340261798,-0.03148959531236,0.0,0.0,-0.00340261798
2008-05-23,2008-05-30,False,0.0,-0.006985418167,0.006123116403185001,0.0,0.0,-0.006985418167
2008-05-30,2008-06-06,False,0.0,0.002658110947335,0.00950207782967,0.0,0.0,0.002658110947335
2008-06-06,2008-06-13,False,0.0,-0.004165779047,-0.001880359407,0.0,0.0,-0.004165779047
2008-06-13,2008-06-20,False,0.0,-0.000123150587,-0.005122192749,0.0,0.0,-0.000123150587
2008-06-20,2008-06-27,False,0.0,0.006396157245,0.010280633137,0.0,0.0,0.006396157245
2008-06-27,2008-07-04,False,0.0,-0.002846790993335,-0.014448046227855,0.0,0.0,-0.002846790993335
2008-07-04,2008-07-11,False,0.0,4.5528696e-05,-0.008368787579,0.0,0.0,4.5528696e-05
2008-07-11,2008-07-18,False,0.0,-0.00709481697,-0.006095904419,0.0,0.0,-0.00709481697
2008-07-18,2008-07-25,False,0.0,-0.004334996456,-0.004212573394575,0.0,0.0,-0.004334996456
2008-07-25,2008-08-01,False,0.0,-0.0037709672026650003,0.00298027947938,0.0,0.0,-0.0037709672026650003
2008-08-01,2008-08-08,False,0.0,-0.013734980527,0.010181295455325,0.0,0.0,-0.013734980527
2008-08-08,2008-08-15,False,0.0,-0.012224669434,0.010572200449225,0.0,0.0,-0.012224669434
2008-08-15,2008-08-22,False,0.0,0.011894563633,0.005222858469,0.0,0.0,0.011894563633
2008-08-22,2008-08-29,False,0.0,-0.000134467878,-0.010345764775,0.0,0.0,-0.000134467878
2008-08-29,2008-09-05,False,0.0,-0.005906199908335,-0.04202371652581,0.0,0.0,-0.005906199908335
2008-09-05,2008-09-12,False,0.0,-0.002242539431,-0.002255159273,0.0,0.0,-0.002242539431
2008-09-12,2008-09-19,False,0.0,0.005347439466,0.033408324241969996,0.0,0.0,0.005347439466
2008-09-19,2008-09-26,False,0.0,-0.006162457716,-0.021410682708325,0.0,0.0,-0.006162457716
2008-09-26,2008-10-03,False,0.0,-0.023566486768665,-0.06114721461589,0.0,0.0,-0.023566486768665
2008-10-03,2008-10-10,False,0.0,-0.031355473878,-0.112527679978665,0.0,0.0,-0.031355473878
2008-10-10,2008-10-17,False,0.0,-0.003841626263,-0.009093984322340001,0.0,0.0,-0.003841626263
2008-10-17,2008-10-24,False,0.0,-0.014783748086,-0.081422727174,0.0,0.0,-0.014783748086
2008-10-24,2008-10-31,False,0.0,0.01888074439,0.085994755915,0.0,0.0,0.01888074439
2008-10-31,2008-11-07,False,0.0,-0.00020832437166500007,-0.02982268125612,0.0,0.0,-0.00020832437166500007
2008-11-07,2008-11-14,False,0.0,-0.006533712958,-0.08782909067689,0.0,0.0,-0.006533712958
2008-11-14,2008-11-21,False,0.0,0.005524530363,-0.06714873365264,0.0,0.0,0.005524530363
2008-11-21,2008-11-28,False,0.0,0.019988481131,0.10508017392760001,0.0,0.0,0.019988481131
2008-11-28,2008-12-05,False,0.0,0.001357804751,-0.023059112058,0.0,0.0,0.001357804751
2008-12-05,2008-12-12,False,0.0,0.013331232848,0.060378987628,0.0,0.0,0.013331232848
2008-12-12,2008-12-19,False,0.0,0.019779251077,0.036299993597205,0.0,0.0,0.019779251077
2008-12-19,2008-12-26,False,0.0,0.005876517346,-0.01579764717045,0.0,0.0,0.005876517346
2008-12-26,2009-01-02,False,0.0,-0.006100398787,0.031449693849,0.0,0.0,-0.006100398787
2009-01-02,2009-01-09,False,0.0,-0.005002999746,-0.043292485119185,0.0,0.0,-0.005002999746
2009-01-09,2009-01-16,False,0.0,-0.000618823369,-0.035652355943259995,0.0,0.0,-0.000618823369
2009-01-16,2009-01-23,False,0.0,-0.008495924472,-0.039358289116610004,0.0,0.0,-0.008495924472
2009-01-23,2009-01-30,False,0.0,-0.005349594421,-0.002128640658,0.0,0.0,-0.005349594421
2009-01-30,2009-02-06,False,0.0,-0.006866779946665,0.03424182326804,0.0,0.0,-0.006866779946665
2009-02-06,2009-02-13,False,0.0,0.003054891642,-0.052323848642325,0.0,0.0,0.003054891642
2009-02-13,2009-02-20,False,0.0,0.001407643276,-0.035753341878945,0.0,0.0,0.001407643276
2009-02-20,2009-02-27,False,0.0,-0.015054958649,-0.052968070231,0.0,0.0,-0.015054958649
2009-02-27,2009-03-06,False,0.0,-0.00011983666266499992,-0.045217043444575,0.0,0.0,-0.00011983666266499992
2009-03-06,2009-03-13,False,0.0,-0.001127566263,0.075607260951875,0.0,0.0,-0.001127566263
2009-03-13,2009-03-20,False,0.0,0.00806764502,0.0011886303906500002,0.0,0.0,0.00806764502
2009-03-20,2009-03-27,False,0.0,-0.002902411077,0.024465604756259998,0.0,0.0,-0.002902411077
2009-03-27,2009-04-03,False,0.0,-0.007834497612,0.07340021628207499,0.0,0.0,-0.007834497612
2009-04-03,2009-04-10,False,0.0,-0.001794106394,-0.003282278697,0.0,0.0,-0.001794106394
2009-04-10,2009-04-17,False,0.0,-0.000355599246,0.042710547679,0.0,0.0,-0.000355599246
2009-04-17,2009-04-24,False,0.0,0.007580448914,0.010411588103425,0.0,0.0,0.007580448914
2009-04-24,2009-05-01,False,0.0,0.005878895253334999,0.010109667645565,0.0,0.0,0.005878895253334999
2009-05-01,2009-05-08,False,0.0,0.015279924155,0.045023231127125,0.0,0.0,0.015279924155
2009-05-08,2009-05-15,False,0.0,-0.012708102675,-0.036017673741,0.0,0.0,-0.012708102675
2009-05-15,2009-05-22,False,0.0,0.016198318567,0.023136602497845,0.0,0.0,0.016198318567
2009-05-22,2009-05-29,False,0.0,0.019090012451,0.034962261511,0.0,0.0,0.019090012451
2009-05-29,2009-06-05,False,0.0,0.0005493750509999997,0.024403206139495,0.0,0.0,0.0005493750509999997
2009-06-05,2009-06-12,False,0.0,0.001054718905,-0.00606770830401,0.0,0.0,0.001054718905
2009-06-12,2009-06-19,True,0.1,-0.016083864787,-0.045547455993,0.1,0.0005,-0.0195302239076
2009-06-19,2009-06-26,False,0.0,0.006808286042,-0.00201215789553,0.09729683495540212,0.00048648417477701054,0.00632180186722299
2009-06-26,2009-07-03,True,0.1,-0.012847509597335,-0.02304458634675,0.1,0.0005,-0.0143672172722765
2009-07-03,2009-07-10,False,0.0,-0.01175316094,-0.034224376914,0.0990693576732042,0.0004953467883660209,-0.01224850772836602
2009-07-10,2009-07-17,True,0.1,0.032698913295,0.054708416627,0.1,0.0005,0.0343998636282
2009-07-17,2009-07-24,False,0.0,0.033961456663,0.038112403398539996,0.10191405504000689,0.0005095702752000345,0.033451886387799966
2009-07-24,2009-07-31,False,0.0,0.020624382909,0.015403483023535,0.0,0.0,0.020624382909
2009-07-31,2009-08-07,False,0.0,0.003961649728,0.044830006635085004,0.0,0.0,0.003961649728
2009-08-07,2009-08-14,True,0.1,-0.000863472817,-0.016799437585495,0.1,0.0005,-0.0029570692938495
2009-08-14,2009-08-21,False,0.0,0.011310732816,0.011938468607999998,0.09856223047147529,0.0004928111523573764,0.010817921663642625
2009-08-21,2009-08-28,False,0.0,0.00588199107,0.008093579841,0.0,0.0,0.00588199107
2009-08-28,2009-09-04,True,0.1,-0.0042999896036650005,-0.026123835862355,0.1,0.0005,-0.006982374229534001
2009-09-04,2009-09-11,True,0.1,0.027078865191,0.041798711254260004,0.0019769615680032965,9.884807840016482e-06,0.028540964989485988
2009-09-11,2009-09-18,False,0.0,0.011813174719,0.034855891066135,0.10128801229997958,0.0005064400614998979,0.011306734657500102
2009-09-18,2009-09-25,True,0.1,-0.012885431794,-0.024560160464,0.1,0.0005,-0.014552904661000001
2009-09-25,2009-10-02,False,0.0,-0.015663646682335,-0.01956989802903,0.09893429821410578,0.0004946714910705289,-0.01615831817340553
2009-10-02,2009-10-09,False,0.0,0.033047267881,0.042554369566,0.0,0.0,0.033047267881
2009-10-09,2009-10-16,False,0.0,0.007696029476,0.013776277762200001,0.0,0.0,0.007696029476
2009-10-16,2009-10-23,False,0.0,0.003802875642,-0.001834100948,0.0,0.0,0.003802875642
2009-10-23,2009-10-30,True,0.1,-0.026641776018,-0.02735300755523,0.1,0.0005,-0.027212899171723003
2009-10-30,2009-11-06,False,0.0,0.028201123713335,0.01061719770326,0.09993423231614164,0.0004996711615807082,0.027701452551754293
2009-11-06,2009-11-13,False,0.0,0.019921807888,0.024227339554415,0.0,0.0,0.019921807888
2009-11-13,2009-11-20,True,0.1,-0.004407558569,0.0025598833594700004,0.1,0.0005,-0.004210814376153
2009-11-20,2009-11-27,False,0.0,0.000936970607,-0.002355641049,0.1006294053800952,0.000503147026900476,0.00043382358009952404
2009-11-27,2009-12-04,False,0.0,0.005012342832,0.037208737279389996,0.0,0.0,0.005012342832
2009-12-04,2009-12-11,True,0.1,-0.007404464556,-0.017858801081,0.1,0.0005,-0.0089498982085
2009-12-11,2009-12-18,True,0.1,-0.000997490069,-0.006629513937455,0.0009489084672070908,4.744542336035454e-06,-0.0015654369981815356
2009-12-18,2009-12-25,False,0.0,0.007550009491,0.01956839931,0.09949232552812076,0.0004974616276406038,0.007052547863359396
2009-12-25,2010-01-01,False,0.0,-0.003221619264665,-0.008011867232,0.0,0.0,-0.003221619264665
2010-01-01,2010-01-08,False,0.0,0.015928125631,0.037370607833,0.0,0.0,0.015928125631
2010-01-08,2010-01-15,True,0.1,-0.006239887584,-0.00219092572662,0.1,0.0005,-0.006334991398262
2010-01-15,2010-01-22,False,0.0,-0.022273322525,-0.039132120855235,0.1003665453561645,0.0005018327267808225,-0.022775155251780824
2010-01-22,2010-01-29,True,0.1,-0.011772043267,-0.016672874512175,0.1,0.0005,-0.012762126391517501
2010-01-29,2010-02-05,True,0.1,-0.005950148099665,-0.015463722078734999,0.0004465504703736606,2.232752351868303e-06,-0.006903738249923868
