,market_state,market_state_stable,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,canary_breadth_pair,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob
2005-08-12,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,-0.0054955308970918,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.2142857142857143,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-08-19,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.5369479673277868,-0.010263827798802,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.1428571428571429,0.0,0.0,0.0,,,,,
2005-08-26,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.0446675051954937,-0.0240830820760826,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.0,0.0,0.0,,,,,
2005-09-02,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.7932353656481509,-0.0118800540411804,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.0,0.0,0.0,,,,,
2005-09-09,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.638965585237372,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,,,,,
2005-09-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.3793739613055878,-0.0046090480437743,1.0,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.0,0.0,0.0,0.0,,,0.96875,0.03125,1.0
2005-09-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.4358816801126128,-0.0212118216259167,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,,,0.9696969696969696,0.0303030303030303,1.0
2005-09-30,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.5259654631868047,-0.008316562015981,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,,,,,
2005-10-07,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.7885482520826157,-0.0359620504440638,1.0,0.7142857142857143,0.7142857142857143,0.3571428571428571,0.0,0.0,0.0,0.0,-1.543924580410828,,,,
2005-10-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.0064944447471655,-0.0435377202663691,0.0,0.5,0.7142857142857143,0.2857142857142857,-0.2142857142857143,0.0,0.0,0.0,-0.2548281375931487,,0.9411764705882352,0.0588235294117647,1.0
2005-10-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.4191743303213196,-0.0478901364001295,0.0,0.5714285714285714,0.7142857142857143,0.2857142857142857,-0.1428571428571429,0.0,0.0,0.0,1.268173064617419,,0.9428571428571428,0.0571428571428571,1.0
2005-10-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0638537808051699,-0.0344300710820105,1.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,-0.1428571428571429,0.0,0.0,0.0,0.3097208757775869,,0.9444444444444444,0.0555555555555555,1.0
2005-11-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1497583706592157,-0.0158118660022252,1.0,0.5714285714285714,0.5714285714285714,0.3571428571428571,-0.1428571428571429,0.0,0.0,0.0,0.1431309330426671,,0.945945945945946,0.054054054054054,1.0
2005-11-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1051827065541485,-0.00251316091584,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0714285714285714,0.0,0.0,0.0,-0.5579910636757257,,0.9473684210526316,0.0526315789473684,1.0
2005-11-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.5615639369237667,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.5918348747211442,,0.9487179487179488,0.0512820512820512,1.0
2005-11-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.7183915161439062,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,1.02067503310285,,0.95,0.05,1.0
2005-12-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.7054792363678373,-0.0022028595547992,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,1.1966029229474908,,0.951219512195122,0.048780487804878,1.0
2005-12-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.6727623622206717,-0.0062929204666658,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,1.1732732229856877,,0.9523809523809524,0.0476190476190476,1.0
2005-12-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.5113253193238507,-0.0007880062504178,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.0714285714285715,0.0,0.0,0.0,1.0538411391798208,,0.9534883720930232,0.0465116279069767,1.0
2005-12-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.3317088168247172,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.1428571428571429,0.0,0.0,0.0,0.5656402063866565,,0.9545454545454546,0.0454545454545454,1.0
2005-12-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.4124447757716056,-0.0177502936001078,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.1428571428571429,0.0,0.0,0.0,1.4491424977858391,,0.9555555555555556,0.0444444444444444,1.0
2006-01-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1908585006258845,0.0,1.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.1428571428571429,0.4,0.5,0.0,1.4266896409464964,,0.9565217391304348,0.0434782608695652,1.0
2006-01-13,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.069357523159968,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.4,0.5,0.0,3.838018578050016,,,,
2006-01-20,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.7463941503393287,-0.0210603725915538,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.4,0.5,0.0,3.344240149391247,,,,
2006-01-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.4087372469181021,-0.0010880659984284,1.0,0.6428571428571429,0.5714285714285714,0.7142857142857143,-0.0714285714285714,0.4,0.5,0.0,3.07812750854454,,0.9361702127659576,0.0638297872340425,1.0
2006-02-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.1887864381477175,-0.0187287041697197,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.0714285714285714,0.4,0.5,0.0,2.455121501801377,,0.9375,0.0625,1.0
2006-02-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1971179498288966,-0.0158535194809802,1.0,0.5714285714285714,0.5714285714285714,0.7142857142857143,-0.1428571428571429,0.4,0.5,0.0,2.387611839781771,,0.9387755102040816,0.0612244897959183,1.0
2006-02-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1966155147941942,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.0,0.4,0.5,0.0,2.4042349851221023,,0.94,0.06,1.0
2006-02-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0032370502465002,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.0714285714285714,0.4,0.5,0.0,2.1138915232316737,,0.9411764705882352,0.0588235294117647,1.0
2006-03-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.1668429553726749,-0.0050237614737508,1.0,0.5714285714285714,0.5714285714285714,0.6428571428571429,-0.0714285714285715,0.4,0.5,0.0,2.0553866011113486,,0.9423076923076924,0.0576923076923076,1.0
2006-03-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.0506197302456176,-0.0063369924535676,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.6,1.0,0.0,1.8239356365817776,,0.9433962264150944,0.0566037735849056,1.0
2006-03-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2734360687556144,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,-0.1428571428571429,0.6,1.0,0.0,1.8144453261203008,,0.9444444444444444,0.0555555555555555,1.0
2006-03-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.009614247961187,-0.0031385871287507,1.0,0.5714285714285714,0.5714285714285714,0.5,-0.1428571428571429,0.6,1.0,0.0,2.089396925129425,,0.9454545454545454,0.0545454545454545,1.0
2006-03-31,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2118257172909972,-0.0060480759886255,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.6,1.0,0.0,2.0199786062500875,,0.9464285714285714,0.0535714285714285,1.0
2006-04-07,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.291311886118441,-0.0082673968064834,1.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.6,1.0,0.0,1.7730028978539774,,0.9473684210526316,0.0526315789473684,1.0
2006-04-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4121441287394203,-0.0146220639125862,1.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.6,1.0,0.0,1.3037848006570405,,0.9482758620689656,0.0517241379310344,1.0
2006-04-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3680428373105064,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.6,1.0,0.0,1.113260717829195,,0.9491525423728814,0.0508474576271186,1.0
2006-04-28,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5156865648954273,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.6,0.5,0.0,1.6972353298748817,,0.95,0.05,1.0
2006-05-05,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5835389421620464,0.0,1.0,0.5714285714285714,0.6428571428571429,0.5714285714285714,0.0,0.6,0.5,0.0,1.791396287188669,,0.9508196721311476,0.0491803278688524,1.0
2006-05-12,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.6194367752746889,-0.0247510221162262,1.0,0.5,0.5,0.5,-0.0714285714285714,0.6,0.5,0.0,2.200816376800103,,0.9516129032258064,0.0483870967741935,1.0
2006-05-19,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.3735259250994999,-0.0408996421968493,1.0,0.5,0.5,0.2857142857142857,-0.0714285714285714,0.6,0.5,0.0,2.1143204805916027,,0.9523809523809524,0.0476190476190476,1.0
2006-05-26,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.0195932084526802,-0.0312407229895937,1.0,0.5,0.5,0.2142857142857142,-0.0714285714285714,0.6,0.5,1.0,1.6284403524719162,,,,
2006-06-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.293051283088364,-0.0265623610010224,1.0,0.5,0.5,0.4285714285714285,-0.0714285714285714,0.6,0.5,1.0,1.4574176659395477,,0.9375,0.046875,0.984375
2006-06-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.3093962646602085,-0.0541050240040301,0.0,0.2142857142857142,0.5,0.1428571428571428,-0.2857142857142857,0.6,0.5,1.0,1.409335569573597,,0.9384615384615383,0.0461538461538461,0.9846153846153848
2006-06-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.746233062896733,-0.0552300098854823,0.0,0.2142857142857142,0.3571428571428571,0.0714285714285714,-0.2857142857142857,0.6,0.5,1.0,1.3938432163286232,-0.6919869166777373,0.9393939393939394,0.0454545454545454,0.9848484848484848
2006-06-23,stressed_panic,neutral_mixed,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.7522576474560498,-0.0568215325596203,0.0,0.2142857142857142,0.2857142857142857,0.0714285714285714,-0.2857142857142857,0.6,0.5,1.0,1.4543870583758465,-0.6824184220183644,,,
2006-06-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.6296817339726122,-0.0352961196733092,1.0,0.5,0.5,0.1428571428571428,0.0,0.6,0.5,1.0,1.349182246314382,-0.6732382280310633,0.9253731343283582,0.044776119402985,0.9701492537313432
2006-07-07,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.5161692137424879,-0.0403741323548472,1.0,0.5,0.2857142857142857,0.2142857142857142,0.2857142857142857,0.6,0.5,1.0,2.011057466478265,-0.6732382280310633,0.9264705882352942,0.0441176470588235,0.9705882352941176
2006-07-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.5630173151563403,-0.0637946791649549,0.0,0.2142857142857142,0.2142857142857142,0.2857142857142857,0.0,0.6,0.5,1.0,1.403770799282571,-0.6732382280310633,0.927536231884058,0.0434782608695652,0.9710144927536232
2006-07-21,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9002181003095675,-0.060535501942279,0.0,0.2857142857142857,0.2142857142857142,0.2142857142857142,0.0714285714285714,0.6,0.5,1.0,1.0329899765627966,-1.60527645896808,,,
2006-07-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.7255520760829682,-0.0299902111401756,1.0,0.5,0.2857142857142857,0.2142857142857142,0.0,0.6,0.5,1.0,0.989778933771802,-1.5551164264655442,0.9142857142857144,0.0428571428571428,0.9571428571428572
2006-08-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.6586617634752334,-0.0283230563632419,1.0,0.5714285714285714,0.3571428571428571,0.2142857142857142,0.0714285714285714,0.6,0.5,1.0,1.6111183041601216,-1.5094026698302738,0.9154929577464788,0.0422535211267605,0.9577464788732394
2006-08-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.5920922066733472,-0.0373423512121626,1.0,0.4285714285714285,0.3571428571428571,0.2142857142857142,0.2142857142857142,0.6,0.5,1.0,1.5626947529189914,-1.5094026698302738,0.9166666666666666,0.0416666666666666,0.9583333333333334
2006-08-18,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,mixed,0.4502634201501139,-0.0094503478576957,1.0,0.6428571428571429,0.5,0.3571428571428571,0.3571428571428572,0.6,0.5,1.0,1.5834498862258768,-1.7065623000012011,,,
2006-08-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.2219332307060695,-0.0161204662802432,1.0,0.5714285714285714,0.3571428571428571,0.3571428571428571,0.0714285714285714,0.6,0.5,1.0,1.7296332389262477,-1.6513263573212602,0.9041095890410958,0.0547945205479452,0.958904109589041
2006-09-01,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,mixed,0.2538700880791554,-0.0039175430161749,1.0,0.6428571428571429,0.5714285714285714,0.4285714285714285,0.0714285714285715,0.6,0.5,1.0,1.6042863388956004,-1.601149093591772,,,
2006-09-08,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,mixed,0.1954451726269783,-0.0125579276937106,1.0,0.5,0.5714285714285714,0.7142857142857143,0.0714285714285714,0.6,0.5,1.0,1.5946353208536428,-1.601149093591772,,,
2006-09-15,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.2858959627211449,0.0,1.0,0.5714285714285714,0.4285714285714285,0.6428571428571429,-0.0714285714285715,0.6,1.0,1.0,1.6074982872830603,-1.1672510708162975,0.8918918918918919,0.0675675675675675,0.9594594594594594
2006-09-22,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.0729487683784031,-0.0037128957104068,1.0,0.5,0.4285714285714285,0.7142857142857143,-0.0714285714285714,0.6,1.0,1.0,1.1625822194015385,-1.145232566492004,0.8933333333333333,0.0666666666666666,0.96
2006-09-29,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.1377878776446558,0.0,1.0,0.6428571428571429,0.4285714285714285,0.5714285714285714,0.0,0.6,1.0,1.0,1.0528886249192382,-1.1244209575508963,0.8947368421052632,0.0657894736842105,0.9605263157894736
2006-10-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.037896147363741,0.0,1.0,0.5714285714285714,0.3571428571428571,0.6428571428571429,0.0714285714285714,0.6,1.0,1.0,1.2018183905817963,-1.1244209575508963,0.8961038961038961,0.0649350649350649,0.961038961038961
2006-10-13,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.0511454434003619,0.0,1.0,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.0,0.6,1.0,1.0,1.2345329119962267,-1.1244209575508963,0.8974358974358975,0.0641025641025641,0.9615384615384616
2006-10-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.279457415629664,0.0,1.0,0.5714285714285714,0.4285714285714285,0.6428571428571429,0.0714285714285714,0.6,1.0,1.0,0.9841164255477498,-0.5488386327304331,0.8987341772151899,0.0632911392405063,0.9620253164556962
2006-10-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3527723424592849,0.0,1.0,0.6428571428571429,0.5,0.6428571428571429,0.0,0.6,1.0,1.0,0.7647392234168799,-0.5433893501476252,0.9,0.0625,0.9625
2006-11-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.488789767750046,-0.009933521318425,1.0,0.6428571428571429,0.2857142857142857,0.6428571428571429,0.0714285714285715,0.6,1.0,1.0,0.8378104435898904,-0.5380997782713137,0.9012345679012346,0.0617283950617283,0.9629629629629628
2006-11-10,recovery_confirmed,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,mixed,-0.3980162981538385,0.0,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.0714285714285715,0.6,1.0,1.0,0.7424627032808369,-0.5380997782713137,,,
2006-11-17,recovery_confirmed,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,mixed,-0.4718069457658497,0.0,1.0,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.0714285714285715,0.6,1.0,1.0,0.6381963214217659,-0.4512481164144021,,,
2006-11-24,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6334759333539061,-0.0004985350953746,1.0,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.0,0.6,1.0,1.0,0.6731218093387319,-0.4472883955367098,,,
2006-12-01,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5794234540651936,-0.0014245418277024,1.0,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.0714285714285714,0.6,1.0,1.0,0.5342682786655594,-0.4434313829051391,,,
2006-12-08,recovery_confirmed,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,mixed,-0.4770581999911885,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.6,1.0,1.0,0.3372694571377821,-0.4434313829051391,,,
2006-12-15,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5774068850987799,0.0,1.0,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.0,0.6,1.0,1.0,-0.0802937573376049,-0.6889616123174839,0.6,0.7,1.0
2006-12-22,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8580027833214736,-0.0111703089709372,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.6,1.0,1.0,-0.4566999310328758,-0.6818539994809487,0.6363636363636364,0.7272727272727273,1.0
2006-12-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6477548789561709,-0.0050581910987027,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.6,1.0,1.0,-0.5739635701800121,-0.6749627758347383,0.6666666666666666,0.75,1.0
2007-01-05,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8624860002580165,-0.0126459746296196,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.0714285714285714,0.6,1.0,1.0,-2.035029709986553,-0.6749627758347383,0.6923076923076923,0.7692307692307693,1.0
2007-01-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7218565266897922,0.0,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.6,1.0,1.0,-1.8616036962150884,-0.6749627758347383,0.7142857142857143,0.7857142857142857,1.0
